42.2,42.2,40.61,15801309,41.43
41.35,41.92,39.78,16365920,40.52
40.6,40.6,39.26,14040637,39.78
39.4,40.89,38.3,13962009,40.44
40.15,40.5,39.6,9556693,40.25
40.83,42.17,40.4,15549123,41.19
40.66,41.8,40.0,16195584,40.22
40.0,40.0,38.8,15310809,39.8
40.01,40.26,39.57,7598967,40.19
40.97,41.47,40.5,10809865,40.71
40.6,41.08,40.16,7149490,40.32
40.13,40.2,39.05,7417466,39.46
39.46,39.66,39.01,4589004,39.33
39.2,40.21,38.32,6756862,39.89
39.26,40.35,39.1,9161900,40.1
40.15,41.0,40.15,8488177,40.54
41.2,42.7,40.65,15471590,42.41
42.5,42.63,41.07,10105810,41.42
41.0,41.97,40.51,9821000,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
0.0,0.0,0.0,0,41.75
45.93,45.93,45.93,398555,45.93
50.52,50.52,44.02,34819318,50.52
51.0,55.35,50.52,24424954,54.89
55.26,55.55,53.58,19134845,53.97
54.3,57.2,53.02,23199765,55.51
54.9,59.2,54.01,24265995,56.3
56.0,57.98,55.53,21770284,56.99
57.68,57.68,55.0,18395863,56.01
57.87,61.61,57.87,29239199,61.61
62.45,64.0,58.0,29932097,60.98
59.13,63.97,58.48,24228044,59.02
57.7,59.76,54.1,25081510,54.56
54.47,56.99,54.1,14546168,55.9
55.74,59.68,55.5,12393272,58.99
59.18,61.21,59.13,17238931,60.97
60.95,65.32,60.47,21664920,64.5
65.3,65.38,62.77,14316926,64.83
63.5,67.7,63.5,15304067,65.97
65.25,67.8,64.94,8389175,65.06
64.4,64.88,61.52,11267435,63.32
62.6,62.6,56.99,21138629,56.99
57.0,57.58,54.0,12533540,56.24
55.7,57.8,55.01,8248699,57.21
56.99,59.1,56.2,9046285,59.03
59.05,59.3,57.46,8625220,58.88
58.0,58.78,53.19,15069457,54.51
54.88,54.88,50.0,20129364,53.82
53.5,55.49,52.3,13465012,54.76
54.77,54.82,50.43,17459406,51.82
51.0,55.6,49.66,20637015,54.36
53.98,56.0,52.51,14465811,54.95
54.0,56.2,53.58,12689809,54.86
54.98,57.47,54.51,16072663,55.36
56.0,59.6,56.0,18648684,59.13
59.18,61.9,57.79,16101907,61.24
61.35,62.64,59.86,9567007,60.26
60.1,61.49,58.8,10328927,60.13
59.99,64.5,59.08,17778986,63.13
58.8,63.15,57.7,18975986,59.32
59.99,63.89,58.58,22953719,63.04
63.32,64.26,61.8,14483109,62.74
62.0,63.73,60.86,13284133,61.28
61.39,61.98,58.0,14533754,58.96
59.2,60.65,58.5,13879473,60.09
60.13,64.51,60.09,21248190,63.0
62.66,63.6,59.77,13829426,60.15
59.0,61.26,58.02,14236520,60.47
60.55,60.7,58.61,9487425,59.8
59.09,61.12,58.3,9120095,60.37
60.9,64.3,59.5,22377709,63.0
62.3,64.46,62.1,12870023,62.48
62.5,66.0,62.1,19729545,63.5
62.99,64.59,59.86,13857136,60.74
60.5,63.8,60.01,13730833,63.14
62.7,64.37,62.51,9942108,64.27
65.1,70.7,64.6,25815100,70.7
73.0,74.0,69.3,26707871,69.77
72.8,72.8,69.8,21452431,71.1
71.0,78.21,70.31,29335072,77.99
78.68,81.3,76.0,16740811,79.64
79.71,81.35,74.0,13475048,74.96
73.78,76.39,70.5,14887930,76.21
75.62,77.95,75.0,12181720,77.41
77.41,83.0,75.99,21478662,82.39
82.81,84.59,79.5,21072359,82.26
82.26,82.56,79.31,12239282,80.96
82.8,86.85,81.9,19372296,82.18
81.36,83.4,79.49,9394170,81.17
79.57,82.25,78.5,9852488,81.36
81.4,83.2,80.8,10228537,82.04
81.64,82.98,80.83,7942668,82.16
82.0,88.29,81.32,22866398,87.79
87.15,90.69,85.5,20261920,89.92
91.99,98.66,91.1,26436756,98.15
98.48,99.19,95.8,11581897,96.49
92.8,97.5,87.0,21074654,96.53
96.61,97.74,94.0,11276395,97.12
99.0,103.57,98.0,16908403,100.91
104.0,111.0,104.0,17094913,109.95
109.95,115.98,106.0,20521870,113.12
111.0,116.0,108.26,13667259,108.53
106.0,107.5,99.0,23788850,102.66
101.38,109.4,98.85,18533835,107.29
105.8,110.8,100.0,16461165,105.04
104.99,111.25,102.2,13119154,108.88
110.0,119.2,109.88,13578915,118.09
121.68,122.74,117.98,13045406,121.17
120.06,133.29,119.01,19644864,133.29
138.8,140.0,130.5,16636815,133.13
133.13,133.13,126.7,17240626,129.11
128.0,142.02,122.12,20492502,141.81
136.85,144.99,133.33,16608378,140.78
141.09,146.0,136.12,15023282,141.09
138.5,141.01,131.85,24498213,140.7
137.0,139.48,126.63,20338426,127.84
123.01,134.23,120.0,18904197,126.66
125.0,128.88,121.8,16029786,127.87
124.98,125.0,117.0,24426782,119.43
117.0,124.88,116.66,15772025,124.09
123.0,129.9,123.0,17168376,129.53
130.9,131.0,120.6,16330229,124.12
120.4,124.5,117.0,21549322,121.48
126.0,126.73,119.5,15221746,121.44
121.0,121.38,109.3,20520652,109.3
106.0,119.78,106.0,20099041,119.36
120.87,130.0,119.0,23189879,124.97
123.99,123.99,116.58,13046882,118.0
115.99,117.0,108.69,14589131,113.78
116.0,121.05,111.77,16534495,114.94
112.9,120.0,111.0,12802982,117.78
119.9,129.5,119.9,27677462,129.23
131.0,142.15,129.15,28661791,142.15
145.9,147.25,137.12,25799978,144.46
140.0,153.0,136.69,18799834,142.78
145.0,149.74,132.0,18708677,132.6
128.2,133.0,124.66,10860489,130.64
130.65,140.8,130.0,16978802,139.28
140.05,141.58,133.01,12298603,137.76
142.15,142.15,133.5,17926317,134.74
137.0,137.55,128.98,21128078,130.23
131.58,131.58,125.3,16043980,130.23
122.5,127.94,122.4,19326429,126.94
126.99,136.0,126.84,15330410,134.82
135.0,136.5,127.3,16839912,128.94
128.95,128.95,118.18,23418093,119.91
119.2,127.77,118.7,15895040,122.12
123.51,129.0,123.51,16852488,128.14
129.5,140.95,127.7,25051393,140.95
144.9,155.05,144.88,32092168,154.96
154.97,160.0,141.0,22081982,151.73
154.21,159.56,144.0,20367048,144.77
143.0,159.25,138.8,35775358,148.86
151.0,163.75,142.0,35528967,163.75
163.75,179.8,161.75,26338135,173.27
170.0,175.0,165.03,14884098,166.17
163.5,163.5,149.55,16627655,149.55
